Station,Season,Layer,Ensemble Mean,CFSR,ERA-Interim,ERA5,ERA5-Land,JRA55,MERRA2,GLDAS-Noah,GLDAS-CLSM
0.1474214285714286,Cold_Top,0cm - 30cm,-1.45062255859375,-1.132537841796875,-0.990966796875,0.019378662109375,-0.03863525390625,-3.88079833984375,-0.23614501953125,-2.6444091796875,-2.700897216796875
-0.2282703533026113,Cold_Top,0cm - 30cm,-3.804351806640625,-2.04443359375,-4.838134765625,-1.1732177734375,-1.80230712890625,-6.2069091796875,-2.119873046875,-6.088714599609375,-6.1611328125
-0.9477619047619048,Cold_Top,0cm - 30cm,-8.129180908203125,-6.186492919921875,-13.832427978515625,-2.459259033203125,-2.890655517578125,-16.4014892578125,-5.161712646484375,-8.480316162109375,-9.6209716796875
-3.63815668202765,Cold_Top,0cm - 30cm,-12.571868896484375,-10.297515869140623,-23.383087158203125,-3.79132080078125,-4.49993896484375,-20.484130859375,-11.397613525390625,-11.614654541015625,-15.106781005859375
-8.288433179723501,Cold_Top,0cm - 30cm,-14.792449951171875,-12.54083251953125,-26.91827392578125,-5.01641845703125,-5.697601318359375,-23.6104736328125,-14.1357421875,-13.0318603515625,-17.388397216796875
-10.177881773399012,Cold_Top,0cm - 30cm,-16.467193603515625,-15.27069091796875,-29.776519775390625,-6.80487060546875,-6.299530029296875,-22.501190185546875,-16.333343505859375,-15.57586669921875,-19.175537109375
-10.519447004608292,Cold_Top,0cm - 30cm,-16.742034912109375,-15.175994873046875,-30.1822509765625,-8.257415771484375,-6.4638671875,-20.8685302734375,-16.649871826171875,-16.76806640625,-19.570343017578125
-8.448190476190478,Cold_Top,0cm - 30cm,-12.9366455078125,-12.605194091796875,-25.01033020019531,-8.398406982421875,-5.675811767578125,-9.6353759765625,-14.11663818359375,-14.229644775390625,-13.82177734375
-0.0268888888888888,Cold_Top,0cm - 30cm,-1.464385986328125,-0.97467041015625,-0.3148193359375,-0.841583251953125,-0.529052734375,-3.820098876953125,-0.76605224609375,-2.06097412109375,-2.407958984375
-0.1040322580645161,Cold_Top,0cm - 30cm,-5.066680908203125,-4.28131103515625,-5.11822509765625,-6.873443603515625,-2.070587158203125,-8.36181640625,-1.50341796875,-6.27215576171875,-6.052459716796875
-0.7237619047619047,Cold_Top,0cm - 30cm,-9.501434326171877,-8.31146240234375,-16.833587646484375,-11.181365966796877,-3.586029052734375,-16.4141845703125,-3.886444091796875,-7.796112060546875,-8.002227783203125
-1.3445161290322585,Cold_Top,0cm - 30cm,-12.0419921875,-10.76373291015625,-20.5916748046875,-10.265350341796877,-4.996490478515625,-20.327117919921875,-7.855072021484375,-9.006317138671875,-12.5302734375
-2.941428571428572,Cold_Top,0cm - 30cm,-12.801849365234375,-10.802215576171877,-24.87919616699219,-9.172637939453123,-5.224365234375,-19.489822387695312,-9.39642333984375,-9.57733154296875,-13.87286376953125
-4.7451530612244905,Cold_Top,0cm - 30cm,-14.510284423828125,-11.839874267578125,-28.27471923828125,-9.931976318359377,-5.74212646484375,-19.611251831054688,-12.57012939453125,-11.918060302734375,-16.194244384765625
-4.949677419354838,Cold_Top,0cm - 30cm,-13.909149169921875,-11.474639892578125,-27.41375732421875,-10.7073974609375,-5.32000732421875,-15.949859619140625,-12.54937744140625,-12.253173828125,-15.605010986328125
-5.1337142857142855,Cold_Top,0cm - 30cm,-12.92083740234375,-14.707763671875,-25.2919921875,-11.843505859375,-4.8756103515625,-9.813262939453123,-11.6859130859375,-11.919830322265625,-13.228790283203125
-2.473962365591398,Cold_Top,0cm - 30cm,-6.841400146484375,-4.646514892578125,-6.837646484375,-8.58984375,-3.35186767578125,-10.44366455078125,-4.306121826171875,-9.013397216796877,-7.54217529296875
-5.82332380952381,Cold_Top,0cm - 30cm,-17.0401611328125,-10.641815185546877,-22.32333374023437,-21.389816284179688,-6.8458251953125,-23.73869323730469,-8.37640380859375,-20.63447570800781,-22.3709716796875
-4.217152073732719,Cold_Top,0cm - 30cm,-14.216766357421875,-9.902191162109377,-20.811431884765625,-13.0626220703125,-6.7235107421875,-16.656036376953125,-9.9166259765625,-17.425369262695312,-19.236373901367188
-7.619626728110599,Cold_Top,0cm - 30cm,-17.564605712890625,-12.38507080078125,-27.633804321289066,-13.310394287109375,-8.013519287109375,-24.59794616699219,-14.02996826171875,-18.97119140625,-21.57489013671875
-7.70304081632653,Cold_Top,0cm - 30cm,-16.427581787109375,-11.60650634765625,-27.65559387207031,-15.1678466796875,-7.323394775390625,-17.086517333984375,-15.21990966796875,-17.519210815429688,-19.841705322265625
-8.057990783410139,Cold_Top,0cm - 30cm,-17.891265869140625,-12.30389404296875,-30.83708190917969,-18.518951416015625,-7.175140380859375,-19.91854858398437,-15.880462646484375,-18.50985717773437,-19.9862060546875
-7.092946031746032,Cold_Top,0cm - 30cm,-16.033599853515625,-11.825439453125,-27.446685791015625,-19.23992919921875,-6.85748291015625,-13.38824462890625,-14.63323974609375,-17.204788208007812,-17.67303466796875
-1.3222791090629802,Cold_Top,0cm - 30cm,-6.499542236328125,-6.7952880859375,-10.069366455078123,-11.08819580078125,-4.126129150390625,-1.8319091796875,-6.0107421875,-8.707000732421875,-3.367584228515625
-0.6879933947772657,Cold_Top,0cm - 30cm,-3.943115234375,-2.504974365234375,-4.776397705078125,-5.514923095703125,-2.032928466796875,-7.16619873046875,-2.80975341796875,-4.22991943359375,-2.5098876953125
-4.342380952380951,Cold_Top,0cm - 30cm,-10.91796875,-6.713226318359375,-18.842819213867188,-14.44818115234375,-4.09869384765625,-18.88226318359375,-6.535552978515625,-11.670196533203125,-6.152801513671875
-3.861248847926267,Cold_Top,0cm - 30cm,-12.0748291015625,-7.57769775390625,-20.0594482421875,-12.258148193359375,-5.3917236328125,-17.31292724609375,-9.423431396484377,-12.666656494140625,-11.908660888671875
-8.346589861751154,Cold_Top,0cm - 30cm,-15.53326416015625,-10.624267578125,-25.39375305175781,-13.4368896484375,-6.712188720703125,-21.05819702148437,-13.49609375,-15.557861328125,-17.98681640625
-8.955454081632654,Cold_Top,0cm - 30cm,-16.705841064453125,-11.208831787109377,-29.10285949707031,-16.426239013671875,-7.3758544921875,-20.645553588867188,-14.822113037109375,-15.9058837890625,-18.15936279296875
-11.960516129032259,Cold_Top,0cm - 30cm,-20.631134033203125,-13.87420654296875,-35.597625732421875,-21.0054931640625,-8.15911865234375,-24.296890258789066,-18.984146118164066,-19.9022216796875,-23.229400634765625
-7.132523809523809,Cold_Top,0cm - 30cm,-13.254913330078125,-10.85797119140625,-21.04086303710937,-18.378204345703125,-6.179962158203125,-7.526031494140625,-13.705413818359375,-14.64373779296875,-13.7071533203125
-0.3694439324116746,Cold_Top,0cm - 30cm,-5.318878173828125,-3.629119873046875,-6.76953125,-11.3038330078125,-4.571075439453125,-3.1204833984375,-5.60760498046875,-6.233551025390625,-1.315948486328125
-1.8192473118279568,Cold_Top,0cm - 30cm,-9.469970703125,-5.4627685546875,-9.792449951171877,-10.815704345703123,-9.06622314453125,-11.549407958984375,-7.50299072265625,-11.566253662109375,-10.003875732421877
-1.7841904761904763,Cold_Top,0cm - 30cm,-11.0252685546875,-5.856109619140625,-12.89385986328125,-14.89654541015625,-9.355987548828123,-13.396148681640625,-6.8248291015625,-13.058349609375,-11.920379638671875
-2.978294930875576,Cold_Top,0cm - 30cm,-13.752349853515625,-8.40838623046875,-19.79159545898437,-15.95294189453125,-10.26275634765625,-19.488800048828125,-9.856109619140623,-12.90899658203125,-13.349151611328125
-7.60258064516129,Cold_Top,0cm - 30cm,-17.231964111328125,-11.652099609375,-25.997085571289066,-16.358642578125,-10.683135986328123,-24.55479431152344,-14.3746337890625,-15.7305908203125,-18.5047607421875
-8.790985221674877,Cold_Top,0cm - 30cm,-18.68173217773437,-12.551910400390625,-29.8795166015625,-18.74839782714844,-11.410064697265625,-21.88134765625,-16.771820068359375,-17.412567138671875,-20.79818725585937
-8.091566820276498,Cold_Top,0cm - 30cm,-18.567169189453125,-12.423248291015625,-28.90385437011719,-20.150421142578125,-12.263092041015625,-20.07505798339844,-16.901397705078125,-17.555419921875,-20.264816284179688
-6.468999999999999,Cold_Top,0cm - 30cm,-13.688934326171875,-9.791229248046877,-21.227325439453125,-18.744369506835934,-11.16485595703125,-8.911041259765625,-13.0721435546875,-14.023956298828125,-12.576568603515625
