Station,Season,Layer,Ensemble Mean,CFSR,ERA-Interim,ERA5,ERA5-Land,JRA55,MERRA2,GLDAS-Noah,GLDAS-CLSM
-9.900000000000002,Cold_Top,0cm - 30cm,-13.492523193359375,-10.81787109375,-19.667221069335934,-10.79888916015625,-6.989532470703125,-15.864013671875,-15.509002685546875,-13.34698486328125,-14.946746826171875
-5.6999999999999975,Cold_Top,0cm - 30cm,-8.59100341796875,-7.9456787109375,-12.871551513671875,-7.624908447265625,-6.36505126953125,-7.205047607421875,-11.12860107421875,-9.753936767578123,-5.833343505859375
-3.867741935483872,Cold_Top,0cm - 30cm,-7.152679443359375,-6.552886962890625,-5.157989501953125,-6.331146240234375,-4.34014892578125,-12.03570556640625,-6.268218994140625,-9.109161376953123,-7.426055908203125
-10.523333333333332,Cold_Top,0cm - 30cm,-13.24365234375,-13.043121337890625,-19.83662414550781,-13.4859619140625,-7.152923583984375,-23.28041076660156,-8.72998046875,-11.791046142578125,-8.629119873046875
-13.97741935483871,Cold_Top,0cm - 30cm,-18.46533203125,-15.815521240234375,-28.94465637207031,-17.994781494140625,-11.554443359375,-29.833770751953125,-16.42828369140625,-12.868316650390625,-14.28289794921875
-15.038709677419355,Cold_Top,0cm - 30cm,-19.82017517089844,-18.52752685546875,-30.803253173828125,-17.9112548828125,-10.78936767578125,-28.9293212890625,-19.12899780273437,-14.333160400390625,-18.1385498046875
-15.264285714285714,Cold_Top,0cm - 30cm,-21.5604248046875,-19.635787963867188,-34.15533447265625,-20.54502868652344,-11.062957763671877,-29.5528564453125,-20.729217529296875,-16.1473388671875,-20.65487670898437
-12.87741935483871,Cold_Top,0cm - 30cm,-18.82894897460937,-18.24525451660156,-27.65977478027344,-18.093063354492188,-11.025177001953123,-20.600814819335934,-19.97128295898437,-15.737060546875,-19.29920959472656
-8.673333333333334,Cold_Top,0cm - 30cm,-14.574310302734375,-15.333038330078125,-20.334625244140625,-14.12298583984375,-10.387481689453123,-12.205657958984375,-16.01385498046875,-13.8560791015625,-14.340789794921875
-2.7032258064516137,Cold_Top,0cm - 30cm,-8.125396728515625,-7.842041015625,-11.76214599609375,-9.623931884765623,-8.4892578125,-5.05291748046875,-9.48193359375,-8.599212646484375,-4.151824951171875
-1.3612903225806452,Cold_Top,0cm - 30cm,-5.649932861328125,-5.334625244140625,-5.5340576171875,-5.03778076171875,-2.711029052734375,-14.064117431640625,-2.27264404296875,-6.24884033203125,-3.9964599609375
-8.776666666666667,Cold_Top,0cm - 30cm,-12.394927978515625,-13.496429443359375,-20.329635620117188,-10.07293701171875,-4.93231201171875,-24.47871398925781,-5.4781494140625,-11.667327880859375,-8.703948974609375
-10.677419354838714,Cold_Top,0cm - 30cm,-13.8421630859375,-14.101837158203125,-22.50331115722656,-12.89556884765625,-6.68499755859375,-23.75177001953125,-9.671783447265623,-10.88372802734375,-10.244415283203123
-17.725806451612907,Cold_Top,0cm - 30cm,-20.269210815429688,-18.473678588867188,-33.97079467773437,-19.738998413085934,-8.7540283203125,-30.83282470703125,-17.150543212890625,-14.892333984375,-18.34051513671875
-20.737931034482752,Cold_Top,0cm - 30cm,-21.60951232910156,-19.79512023925781,-35.0423583984375,-20.74273681640625,-8.902923583984375,-31.44873046875,-20.442153930664066,-16.159515380859375,-20.342559814453125
-19.40967741935484,Cold_Top,0cm - 30cm,-21.15904235839844,-20.003677368164066,-31.53082275390625,-20.30458068847656,-9.46234130859375,-28.268295288085934,-21.23963928222656,-17.256301879882812,-21.2066650390625
-14.319999999999995,Cold_Top,0cm - 30cm,-16.020294189453125,-17.106597900390625,-21.760955810546875,-16.313720703125,-8.951446533203125,-15.37945556640625,-17.148345947265625,-15.18365478515625,-16.318084716796875
-8.09032258064516,Cold_Top,0cm - 30cm,-9.7237548828125,-12.31890869140625,-13.319000244140625,-11.208099365234377,-7.736480712890625,-5.759124755859375,-11.265777587890625,-10.621917724609377,-5.560699462890625
-1.3193548387096774,Cold_Top,0cm - 30cm,-6.349212646484375,-7.21185302734375,-7.813751220703125,-7.208465576171875,-3.3843994140625,-15.160980224609375,-2.765045166015625,-4.36822509765625,-2.881072998046875
-4.83,Cold_Top,0cm - 30cm,-9.873199462890623,-11.00469970703125,-16.57928466796875,-9.6119384765625,-4.631591796875,-20.22152709960937,-5.35931396484375,-6.311065673828125,-5.266143798828125
-7.574193548387095,Cold_Top,0cm - 30cm,-15.665802001953125,-14.4356689453125,-26.61878967285156,-14.520263671875,-7.8875732421875,-28.01249694824219,-13.748138427734375,-9.233551025390623,-10.87005615234375
-0.8741935483870968,Cold_Top,0cm - 30cm,-5.080047607421875,-4.46405029296875,-6.116180419921875,-6.023345947265625,-2.640960693359375,-12.068878173828125,-2.3975830078125,-4.391571044921875,-2.537872314453125
-13.545161290322582,Cold_Top,0cm - 30cm,-16.730072021484375,-12.13726806640625,-27.71771240234375,-15.98956298828125,-9.484222412109377,-29.80134582519531,-15.557098388671875,-10.269439697265623,-12.884002685546875
-14.071428571428573,Cold_Top,0cm - 30cm,-16.955596923828125,-12.2447509765625,-28.02130126953125,-14.043731689453125,-8.648956298828125,-27.25717163085937,-17.693328857421875,-11.650726318359375,-16.084747314453125
-13.606451612903225,Cold_Top,0cm - 30cm,-16.62939453125,-12.448486328125,-25.70100402832031,-14.019317626953125,-8.408233642578125,-24.84483337402344,-17.875808715820312,-12.70196533203125,-17.035552978515625
-12.349999999999998,Cold_Top,0cm - 30cm,-15.541229248046875,-12.351715087890625,-22.561996459960934,-14.156219482421875,-8.465667724609375,-20.14222717285156,-16.748443603515625,-13.3468017578125,-16.556793212890625
-5.693548387096777,Cold_Top,0cm - 30cm,-7.123046875,-7.40826416015625,-9.918304443359377,-6.842559814453125,-5.645233154296875,-4.01416015625,-9.357421875,-8.339019775390625,-5.459381103515625
-1.3064516129032258,Cold_Top,0cm - 30cm,-7.22412109375,-4.98016357421875,-7.64849853515625,-4.5638427734375,-3.08404541015625,-15.51983642578125,-4.6231689453125,-8.700164794921875,-8.67333984375
-6.253333333333334,Cold_Top,0cm - 30cm,-12.153472900390625,-10.713714599609377,-18.001235961914062,-7.767486572265625,-5.09771728515625,-24.40312194824219,-6.911346435546875,-13.062286376953125,-11.270965576171875
-7.235483870967742,Cold_Top,0cm - 30cm,-13.8992919921875,-10.3348388671875,-22.943359375,-11.601837158203125,-7.095001220703125,-23.75178527832031,-10.59295654296875,-11.69134521484375,-13.183258056640625
-9.883870967741935,Cold_Top,0cm - 30cm,-15.340179443359375,-10.5562744140625,-24.76069641113281,-12.527099609375,-7.516143798828125,-23.46502685546875,-13.781707763671875,-13.390594482421875,-16.723846435546875
-13.621428571428568,Cold_Top,0cm - 30cm,-19.8924560546875,-13.255615234375,-31.09394836425781,-14.527618408203125,-8.694732666015625,-34.341445922851555,-19.72474670410156,-16.743438720703125,-20.758102416992188
-13.0,Cold_Top,0cm - 30cm,-17.908767700195312,-13.494873046875,-26.79969787597656,-13.199554443359375,-7.514068603515625,-24.403594970703125,-20.03887939453125,-16.93621826171875,-20.883270263671875
-6.7600000000000025,Cold_Top,0cm - 30cm,-10.608642578125,-10.41162109375,-14.6044921875,-8.04254150390625,-5.327392578125,-9.1781005859375,-13.49591064453125,-12.305389404296875,-11.50372314453125
-1.364516129032258,Cold_Top,0cm - 30cm,-5.422698974609375,-5.369873046875,-5.11474609375,-5.211944580078125,-3.550384521484375,-11.138702392578123,-5.485382080078125,-4.6505126953125,-2.86016845703125
-5.466666666666668,Cold_Top,0cm - 30cm,-10.8304443359375,-15.13983154296875,-15.683441162109375,-7.829376220703125,-5.29681396484375,-22.33013916015625,-7.2701416015625,-7.320068359375,-5.773834228515625
-10.26451612903226,Cold_Top,0cm - 30cm,-15.722808837890625,-17.676422119140625,-26.34846496582031,-15.043304443359375,-8.214874267578125,-27.128936767578125,-13.336639404296875,-9.0521240234375,-8.981597900390625
-11.964516129032257,Cold_Top,0cm - 30cm,-17.036895751953125,-17.518600463867188,-26.520416259765625,-13.91162109375,-8.563201904296875,-27.289947509765625,-17.160018920898438,-10.98883056640625,-14.342498779296875
-11.565517241379313,Cold_Top,0cm - 30cm,-17.63128662109375,-17.37530517578125,-27.47904968261719,-13.09039306640625,-7.96954345703125,-27.68353271484375,-18.929656982421875,-12.1025390625,-16.420318603515625
-11.422580645161293,Cold_Top,0cm - 30cm,-16.35467529296875,-16.57293701171875,-24.82606506347656,-12.71197509765625,-7.62591552734375,-21.590484619140625,-18.17245483398437,-12.75164794921875,-16.585845947265625
-9.626666666666667,Cold_Top,0cm - 30cm,-14.339385986328125,-15.304931640625,-20.448883056640625,-11.628997802734375,-7.922821044921875,-17.201522827148438,-15.6566162109375,-12.518280029296875,-14.032989501953125
0.3774193548387095,Cold_Top,0cm - 30cm,-3.71612548828125,-3.594512939453125,-4.03271484375,-3.043975830078125,-1.214752197265625,-9.15106201171875,-2.06146240234375,-3.853515625,-2.777008056640625
-3.963333333333333,Cold_Top,0cm - 30cm,-11.282470703125,-13.87139892578125,-17.91845703125,-10.756378173828123,-3.5179443359375,-25.22836303710937,-5.06402587890625,-6.906890869140625,-6.996307373046875
-10.003225806451614,Cold_Top,0cm - 30cm,-16.81072998046875,-18.358810424804688,-27.57124328613281,-17.31597900390625,-5.96307373046875,-30.05366516113281,-12.158538818359375,-10.37432861328125,-12.690277099609375
-9.651612903225805,Cold_Top,0cm - 30cm,-16.43914794921875,-20.82603454589844,-24.78916931152344,-13.925689697265625,-7.142974853515625,-25.85490417480469,-14.67523193359375,-9.728179931640623,-14.57098388671875
-14.135714285714286,Cold_Top,0cm - 30cm,-22.128585815429688,-30.73744201660156,-32.51751708984375,-18.605514526367188,-8.814300537109375,-32.485382080078125,-20.80477905273437,-13.353607177734375,-19.710189819335934
-13.593548387096774,Cold_Top,0cm - 30cm,-20.39024353027344,-25.68182373046875,-29.07048034667969,-19.399078369140625,-7.24896240234375,-26.55305480957031,-20.650619506835934,-14.254150390625,-20.26380920410156
-8.530000000000001,Cold_Top,0cm - 30cm,-11.961456298828125,-11.49163818359375,-17.547164916992188,-12.78448486328125,-5.271636962890625,-11.067779541015623,-14.685455322265625,-10.80096435546875,-12.042449951171875
-3.6354838709677417,Cold_Top,0cm - 30cm,-5.8878173828125,-5.998626708984375,-6.466766357421875,-8.22442626953125,-4.758453369140625,-5.32122802734375,-9.05511474609375,-6.134674072265625,-1.143218994140625
-0.967741935483871,Cold_Top,0cm - 30cm,-5.286865234375,-4.23809814453125,-5.323211669921875,-5.471282958984375,-3.42462158203125,-9.884002685546877,-3.560028076171875,-5.453582763671875,-4.940093994140625
-9.163333333333334,Cold_Top,0cm - 30cm,-16.413970947265625,-18.69464111328125,-19.85737609863281,-19.52084350585937,-9.420928955078123,-25.00581359863281,-9.1358642578125,-15.7510986328125,-13.925323486328125
-17.04516129032258,Cold_Top,0cm - 30cm,-23.066650390625,-28.70672607421875,-31.40742492675781,-27.42778015136719,-13.2373046875,-31.07997131347656,-16.275482177734375,-17.050048828125,-19.348464965820312
-18.84193548387097,Cold_Top,0cm - 30cm,-23.386947631835934,-28.603546142578125,-31.138153076171875,-25.814697265625,-12.447296142578125,-29.681900024414066,-20.354049682617188,-17.04315185546875,-22.01275634765625
-17.339285714285708,Cold_Top,0cm - 30cm,-23.614028930664066,-29.901840209960934,-30.993072509765625,-24.629653930664066,-12.504913330078125,-31.04170227050781,-21.483428955078125,-16.973052978515625,-21.384521484375
-17.567741935483873,Cold_Top,0cm - 30cm,-21.585494995117188,-24.55059814453125,-26.72955322265625,-23.99543762207031,-13.524139404296875,-23.888931274414066,-21.33929443359375,-17.367645263671875,-21.288330078125
-12.74,Cold_Top,0cm - 30cm,-15.4951171875,-14.416290283203125,-16.794952392578125,-18.731124877929688,-12.26519775390625,-14.65771484375,-16.731475830078125,-15.035308837890625,-15.328826904296875
-0.4806451612903226,Cold_Top,0cm - 30cm,-5.299530029296875,-6.537841796875,-6.32757568359375,-4.19317626953125,-1.349456787109375,-13.75579833984375,-1.128814697265625,-6.071563720703125,-3.03204345703125
-2.7666666666666666,Cold_Top,0cm - 30cm,-9.279449462890623,-15.394256591796875,-14.44390869140625,-4.83062744140625,-2.361053466796875,-19.96406555175781,-2.9459228515625,-7.4530029296875,-6.8426513671875
-7.567741935483871,Cold_Top,0cm - 30cm,-17.073272705078125,-28.62882995605469,-26.18486022949219,-12.382659912109375,-4.16009521484375,-30.757827758789066,-9.232757568359377,-11.78485107421875,-13.454254150390625
-9.1,Cold_Top,0cm - 30cm,-15.0582275390625,-11.723480224609375,-24.700210571289066,-11.73095703125,-5.045654296875,-25.90975952148437,-13.662628173828125,-11.63165283203125,-16.06146240234375
-11.417857142857144,Cold_Top,0cm - 30cm,-18.25201416015625,-13.621826171875,-29.810775756835934,-14.533050537109375,-6.23388671875,-30.54695129394531,-17.590682983398438,-14.082916259765625,-19.596023559570312
-10.974193548387095,Cold_Top,0cm - 30cm,-15.566497802734375,-12.915924072265625,-24.18159484863281,-12.224700927734375,-5.213897705078125,-19.55718994140625,-17.528915405273438,-13.941680908203125,-18.96795654296875
-7.573333333333335,Cold_Top,0cm - 30cm,-11.234588623046877,-13.431121826171875,-15.995697021484375,-8.488372802734375,-4.155670166015625,-11.161285400390623,-12.7801513671875,-11.581634521484375,-12.282867431640625
-0.7999999999999999,Cold_Top,0cm - 30cm,-5.150665283203125,-4.579925537109375,-4.719818115234375,-5.377166748046875,-2.992889404296875,-10.22906494140625,-3.905914306640625,-6.01043701171875,-3.390106201171875
-6.8566666666666665,Cold_Top,0cm - 30cm,-12.8006591796875,-13.685882568359375,-19.23544311523437,-13.105804443359375,-6.399200439453125,-22.53205871582031,-7.45819091796875,-10.976318359375,-9.01239013671875
-11.025806451612905,Cold_Top,0cm - 30cm,-15.453399658203125,-15.176025390625,-25.60163879394531,-15.08367919921875,-8.94732666015625,-24.791244506835934,-10.152679443359377,-12.051483154296875,-11.823028564453125
-13.922580645161293,Cold_Top,0cm - 30cm,-19.075607299804688,-20.53817749023437,-29.582992553710934,-15.938262939453125,-10.130401611328123,-28.12858581542969,-16.283599853515625,-14.032806396484375,-17.969985961914062
-14.248275862068965,Cold_Top,0cm - 30cm,-18.266082763671875,-19.885406494140625,-27.383056640625,-13.315338134765625,-8.314605712890625,-26.3895263671875,-17.303237915039062,-14.447113037109375,-19.09039306640625
-14.364516129032266,Cold_Top,0cm - 30cm,-19.089645385742188,-20.569000244140625,-28.182846069335934,-15.78240966796875,-7.8609619140625,-24.99809265136719,-18.90742492675781,-15.96551513671875,-20.450927734375
-10.98,Cold_Top,0cm - 30cm,-14.138702392578125,-16.852569580078125,-18.216842651367188,-12.57415771484375,-6.35308837890625,-13.139007568359375,-15.43450927734375,-14.0263671875,-16.5130615234375
-1.261290322580645,Cold_Top,0cm - 30cm,-9.476959228515623,-7.81768798828125,-7.5008544921875,-8.331390380859375,-6.57806396484375,-14.647918701171875,-8.050323486328125,-12.522125244140625,-10.367431640625
-8.623333333333333,Cold_Top,0cm - 30cm,-20.337142944335934,-17.49090576171875,-21.536300659179688,-14.23272705078125,-16.546875,-24.8583984375,-16.91595458984375,-26.34478759765625,-24.771148681640625
-13.51612903225807,Cold_Top,0cm - 30cm,-22.818511962890625,-19.79530334472656,-29.6474609375,-18.724349975585934,-14.600341796875,-28.1265869140625,-19.076675415039066,-25.78890991210937,-26.7884521484375
-17.964516129032255,Cold_Top,0cm - 30cm,-25.15559387207031,-21.2186279296875,-35.753814697265625,-22.94024658203125,-15.6788330078125,-30.612319946289066,-21.909088134765625,-25.05134582519531,-28.0804443359375
-20.835714285714285,Cold_Top,0cm - 30cm,-28.06535339355469,-23.3436279296875,-39.87701416015625,-26.64286804199219,-18.719024658203125,-32.605010986328125,-25.504913330078125,-26.588150024414066,-31.242218017578125
-18.56451612903226,Cold_Top,0cm - 30cm,-24.87294006347656,-21.78096008300781,-30.62019348144531,-23.33735656738281,-18.69667053222656,-27.33998107910156,-24.396484375,-24.32441711425781,-28.487457275390625
-13.25666666666667,Cold_Top,0cm - 30cm,-17.749649047851562,-17.722427368164062,-19.160873413085934,-17.626296997070312,-16.552459716796875,-14.515472412109375,-18.847564697265625,-18.5069580078125,-19.065155029296875
-8.719354838709679,Cold_Top,0cm - 30cm,-19.597976684570312,-22.174057006835934,-25.471588134765625,-6.748748779296875,-3.131256103515625,-28.03627014160156,-14.5010986328125,-26.45843505859375,-30.26239013671875
-10.867857142857142,Cold_Top,0cm - 30cm,-20.204757690429688,-22.29829406738281,-25.80194091796875,-7.776641845703125,-3.618499755859375,-28.95796203613281,-17.748184204101562,-27.0677490234375,-28.36874389648437
-11.474193548387095,Cold_Top,0cm - 30cm,-16.444122314453125,-18.538314819335934,-20.227127075195312,-5.826751708984375,-3.744049072265625,-20.34883117675781,-17.39422607421875,-21.95785522460937,-23.51571655273437
-5.673333333333334,Cold_Top,0cm - 30cm,-8.384918212890625,-9.1156005859375,-11.708465576171875,-3.626129150390625,-2.892730712890625,-9.512786865234377,-10.40081787109375,-10.761444091796877,-9.061431884765623
0.5645161290322581,Cold_Top,0cm - 30cm,-4.3192138671875,-4.22711181640625,-2.614471435546875,-2.382904052734375,-1.71148681640625,-8.763275146484375,-3.802764892578125,-5.627685546875,-5.424102783203125
-1.37,Cold_Top,0cm - 30cm,-12.0335693359375,-13.722869873046875,-11.191802978515623,-6.473663330078125,-3.849700927734375,-18.8902587890625,-9.490692138671877,-15.92340087890625,-16.72613525390625
-4.5838709677419365,Cold_Top,0cm - 30cm,-18.6693115234375,-21.995040893554688,-21.35581970214844,-12.083038330078125,-6.15582275390625,-25.217498779296875,-13.21429443359375,-23.5047607421875,-25.8282470703125
-8.812903225806451,Cold_Top,0cm - 30cm,-21.993637084960934,-24.06074523925781,-24.478546142578125,-17.713577270507812,-8.351409912109375,-27.08795166015625,-17.329025268554688,-27.37776184082031,-29.550079345703125
-0.1677419354838709,Cold_Top,0cm - 30cm,-4.068084716796875,-3.240142822265625,-2.2965087890625,-4.05859375,-2.13232421875,-8.4210205078125,-3.449493408203125,-4.743316650390625,-4.20318603515625
-2.8866666666666663,Cold_Top,0cm - 30cm,-12.904022216796875,-13.398406982421875,-9.759979248046877,-12.141510009765625,-7.950042724609375,-18.704116821289066,-10.550048828125,-15.328887939453125,-15.399261474609375
-7.035483870967741,Cold_Top,0cm - 30cm,-18.46441650390625,-18.797119140625,-18.401519775390625,-17.88446044921875,-8.648773193359375,-23.32426452636719,-13.720672607421875,-22.87200927734375,-24.06645202636719
-12.548387096774194,Cold_Top,0cm - 30cm,-24.59288024902344,-24.57110595703125,-25.687026977539066,-25.13238525390625,-11.565643310546875,-28.11825561523437,-21.12908935546875,-29.541015625,-30.99847412109375
-13.614285714285712,Cold_Top,0cm - 30cm,-21.34698486328125,-21.826156616210934,-21.500900268554688,-20.517608642578125,-10.161468505859377,-24.914825439453125,-20.12582397460937,-26.253646850585934,-25.47544860839844
-13.95483870967742,Cold_Top,0cm - 30cm,-18.44622802734375,-19.13934326171875,-19.14959716796875,-16.537353515625,-9.0865478515625,-22.05317687988281,-18.796920776367188,-22.850128173828125,-19.956787109375
-10.736666666666666,Cold_Top,0cm - 30cm,-10.339447021484377,-8.875732421875,-12.29693603515625,-10.393585205078123,-7.404205322265625,-11.165863037109377,-12.943359375,-11.63043212890625,-8.005462646484375
-1.0612903225806452,Cold_Top,0cm - 30cm,-4.417205810546875,-2.904327392578125,-1.702301025390625,-3.713104248046875,-2.09417724609375,-10.15911865234375,-4.21185302734375,-5.779022216796875,-4.773773193359375
-7.6,Cold_Top,0cm - 30cm,-16.070648193359375,-16.428131103515625,-13.618896484375,-13.012908935546875,-6.231231689453125,-23.650405883789066,-12.713134765625,-21.0120849609375,-21.89849853515625
-10.429032258064511,Cold_Top,0cm - 30cm,-18.147705078125,-18.973464965820312,-18.53399658203125,-17.486526489257812,-6.974700927734375,-23.36088562011719,-14.961151123046875,-21.6212158203125,-23.26971435546875
-13.622580645161293,Cold_Top,0cm - 30cm,-20.66424560546875,-22.075210571289066,-21.990646362304688,-20.603775024414066,-8.12823486328125,-25.62876892089844,-17.260238647460938,-23.93559265136719,-25.69151306152344
-16.662068965517243,Cold_Top,0cm - 30cm,-22.2352294921875,-24.031234741210934,-23.94755554199219,-20.96250915527344,-9.14501953125,-26.449859619140625,-20.15267944335937,-26.518814086914066,-26.6741943359375
-15.377419354838713,Cold_Top,0cm - 30cm,-18.01068115234375,-18.494552612304688,-20.115066528320312,-16.15887451171875,-8.72418212890625,-20.16732788085937,-18.79232788085937,-21.84199523925781,-19.7911376953125
-5.943333333333336,Cold_Top,0cm - 30cm,-8.451324462890625,-8.87274169921875,-11.701324462890625,-7.98193359375,-6.28814697265625,-9.200408935546877,-10.17559814453125,-8.174560546875,-5.215850830078125
-0.2709677419354839,Cold_Top,0cm - 30cm,-2.60638427734375,-1.900360107421875,-0.9100341796875,-1.767364501953125,-1.433319091796875,-6.419891357421875,-2.578155517578125,-3.053131103515625,-2.788848876953125
-7.420000000000003,Cold_Top,0cm - 30cm,-9.845489501953123,-9.801239013671877,-7.70489501953125,-4.721405029296875,-5.32073974609375,-15.484466552734375,-8.592803955078125,-13.5692138671875,-13.569244384765625
-15.174193548387096,Cold_Top,0cm - 30cm,-16.84478759765625,-16.65411376953125,-16.404205322265625,-14.094482421875,-7.539703369140625,-22.43792724609375,-13.00604248046875,-21.888992309570312,-22.73284912109375
-18.03870967741935,Cold_Top,0cm - 30cm,-19.61279296875,-19.280288696289066,-20.88656616210937,-16.95977783203125,-8.838958740234375,-23.40412902832031,-16.73504638671875,-24.78752136230469,-26.010040283203125
-18.028571428571443,Cold_Top,0cm - 30cm,-17.673492431640625,-17.919937133789062,-18.55259704589844,-15.679046630859375,-8.892242431640625,-21.06884765625,-16.67535400390625,-21.85186767578125,-20.748046875
-13.890322580645153,Cold_Top,0cm - 30cm,-14.122528076171875,-14.298095703125,-15.338592529296875,-11.988494873046875,-8.188720703125,-16.882080078125,-15.047119140625,-17.270889282226562,-13.96612548828125
-4.116666666666666,Cold_Top,0cm - 30cm,-6.436859130859375,-7.0511474609375,-8.708587646484375,-5.580810546875,-5.32012939453125,-7.76165771484375,-7.995880126953125,-5.870147705078125,-3.206390380859375
-0.6451612903225806,Cold_Top,0cm - 30cm,-3.725250244140625,-2.970245361328125,-1.68682861328125,-3.864349365234375,-2.4710693359375,-7.881866455078125,-3.367218017578125,-3.932159423828125,-3.628143310546875
-6.643333333333333,Cold_Top,0cm - 30cm,-10.64215087890625,-10.7158203125,-9.47021484375,-5.7447509765625,-4.324951171875,-17.454345703125,-8.960205078125,-13.97265625,-14.494232177734375
-12.035483870967743,Cold_Top,0cm - 30cm,-16.143951416015625,-16.766815185546875,-18.81576538085937,-9.343170166015623,-6.25274658203125,-23.25177001953125,-13.373321533203125,-18.967361450195312,-22.38055419921875
-17.64193548387097,Cold_Top,0cm - 30cm,-21.158355712890625,-22.03819274902344,-25.035171508789066,-13.329437255859375,-8.633056640625,-28.918930053710934,-18.58773803710937,-24.73231506347656,-27.991958618164066
-16.739285714285714,Cold_Top,0cm - 30cm,-19.34950256347656,-20.055191040039066,-22.18568420410156,-13.739501953125,-8.12554931640625,-23.03651428222656,-19.163009643554688,-23.51133728027344,-24.979232788085934
-11.287096774193547,Cold_Top,0cm - 30cm,-12.30584716796875,-11.626373291015625,-14.614349365234375,-9.743408203125,-6.483978271484375,-12.366302490234375,-15.10565185546875,-13.898193359375,-14.60858154296875
-3.556666666666666,Cold_Top,0cm - 30cm,-7.3714599609375,-7.828765869140625,-9.529327392578123,-6.54583740234375,-5.3912353515625,-9.897613525390623,-8.759552001953125,-6.6024169921875,-4.41693115234375
-0.0774193548387097,Cold_Top,0cm - 30cm,-2.287445068359375,-1.58758544921875,-0.94097900390625,-1.96624755859375,-1.3111572265625,-5.864654541015625,-2.54156494140625,-2.0487060546875,-2.038665771484375
-6.829999999999999,Cold_Top,0cm - 30cm,-11.52325439453125,-10.260284423828123,-8.581207275390625,-9.575836181640623,-7.402008056640625,-18.03265380859375,-12.401336669921875,-12.688018798828125,-13.244598388671875
-9.725806451612904,Cold_Top,0cm - 30cm,-14.536773681640625,-15.685150146484375,-15.33154296875,-9.1466064453125,-7.468292236328125,-22.388946533203125,-13.824798583984375,-15.46954345703125,-16.979400634765625
-13.609677419354837,Cold_Top,0cm - 30cm,-18.54010009765625,-18.91694641113281,-22.075698852539066,-13.0469970703125,-8.71142578125,-24.42744445800781,-17.540634155273438,-20.546051025390625,-23.05558776855469
-15.385714285714286,Cold_Top,0cm - 30cm,-18.60166931152344,-19.210037231445312,-20.209732055664066,-14.700225830078125,-8.7879638671875,-24.826324462890625,-19.0302734375,-20.59141540527344,-21.457351684570312
-14.92903225806452,Cold_Top,0cm - 30cm,-17.449371337890625,-18.31195068359375,-18.707290649414066,-13.341339111328125,-8.589599609375,-20.84799194335937,-18.86285400390625,-19.863113403320312,-21.07089233398437
-6.086666666666668,Cold_Top,0cm - 30cm,-8.053436279296875,-7.375244140625,-9.308258056640623,-7.541534423828125,-6.690277099609375,-8.5814208984375,-11.86383056640625,-7.90924072265625,-5.15765380859375
-0.3419354838709676,Cold_Top,0cm - 30cm,-3.563934326171875,-3.4520263671875,-2.15277099609375,-2.2255859375,-1.572113037109375,-8.16180419921875,-3.750213623046875,-3.676666259765625,-3.520416259765625
-5.37,Cold_Top,0cm - 30cm,-10.188629150390623,-12.322784423828125,-9.23895263671875,-5.58251953125,-4.11572265625,-17.879501342773438,-10.806396484375,-10.73779296875,-10.825408935546877
-10.374193548387096,Cold_Top,0cm - 30cm,-15.449310302734375,-19.887863159179688,-21.95611572265625,-8.471771240234375,-5.6817626953125,-25.36927795410156,-14.7921142578125,-15.6207275390625,-11.814971923828125
-12.241935483870964,Cold_Top,0cm - 30cm,-16.293853759765625,-18.5858154296875,-21.430221557617188,-14.368408203125,-6.32452392578125,-21.60972595214844,-16.370635986328125,-15.239990234375,-16.421417236328125
-13.720689655172412,Cold_Top,0cm - 30cm,-16.897613525390625,-18.670623779296875,-19.39974975585937,-14.1029052734375,-6.1795654296875,-22.16450500488281,-17.512344360351562,-17.207244873046875,-19.943878173828125
-13.048387096774194,Cold_Top,0cm - 30cm,-15.154693603515625,-15.963043212890625,-17.318084716796875,-11.39959716796875,-5.857086181640625,-17.707107543945312,-17.3062744140625,-16.688018798828125,-18.998306274414066
-9.096666666666668,Cold_Top,0cm - 30cm,-10.420989990234377,-11.6400146484375,-10.98419189453125,-7.099212646484375,-4.934173583984375,-11.028900146484377,-14.4515380859375,-12.184051513671875,-11.04595947265625
-1.0193548387096774,Cold_Top,0cm - 30cm,-3.8018798828125,-3.20428466796875,-2.277984619140625,-4.294342041015625,-2.658721923828125,-6.29315185546875,-4.2327880859375,-3.822662353515625,-3.631103515625
-7.056666666666668,Cold_Top,0cm - 30cm,-14.81158447265625,-13.3568115234375,-11.73370361328125,-14.08795166015625,-10.306182861328123,-20.412643432617188,-15.860595703125,-15.76617431640625,-16.9686279296875
-12.106451612903221,Cold_Top,0cm - 30cm,-19.224517822265625,-15.262054443359375,-20.529815673828125,-19.496902465820312,-13.05535888671875,-23.10630798339844,-19.28843688964844,-20.08192443847656,-22.975341796875
-17.303225806451618,Cold_Top,0cm - 30cm,-21.14901733398437,-15.33953857421875,-23.792709350585934,-21.896072387695312,-12.980926513671875,-24.11361694335937,-21.38885498046875,-23.59184265136719,-26.088592529296875
-16.817857142857143,Cold_Top,0cm - 30cm,-19.22279357910156,-14.589691162109375,-20.63417053222656,-18.44415283203125,-12.460540771484375,-21.445358276367188,-19.6959228515625,-23.367691040039066,-23.14486694335937
