Station,Season,Ensemble Mean,CFSR,ERA-Interim,ERA5,ERA5-Land,JRA55,MERRA2,GLDAS-Noah,GLDAS-CLSM
0.797004032,Warm,1.281341553,-0.43991088899999997,1.9741821290000001,1.92855835,2.676391602,0.141693115,1.4816894530000002,1.1538696290000001,1.334136963
1.567291319,Warm,0.462219238,-0.141662598,0.331054688,0.36795043899999996,1.130371094,0.46960449200000004,0.6126403810000001,0.625549316,0.302185059
-2.453912298,Warm,-8.54119873,-8.376586913999999,-13.26483154,-9.07421875,-3.88482666,-10.64321899,-7.005371094,-8.364318848,-7.716156006
-0.981480556,Warm,-3.8616638180000002,-4.437347412,-5.928863525,-3.9027404789999998,-1.639038086,-7.341796875,-1.7836303709999999,-3.85458374,-2.005432129
-0.097043683,Warm,0.076293945,-1.8237915040000001,0.14001464800000002,1.169464111,1.757598877,-2.259613037,1.1987915040000001,-0.7893066409999999,1.2172241209999999
1.299467406,Warm,1.451660156,-0.741546631,2.650177002,2.511077881,2.577850342,0.21054077100000002,1.666717529,1.225585938,1.5129089359999999
1.7961006940000002,Warm,0.42077636700000004,-0.35757446299999995,0.5758972170000001,0.517456055,0.7821655270000001,0.40100097700000004,0.57635498,0.601654053,0.269226074
1.142512097,Warm,-0.241363525,-0.467712402,-0.397735596,-0.44546508799999995,-0.26733398399999997,0.154449463,-0.047210693,-0.21008300800000002,-0.249755859
-1.024524194,Warm,-3.711914063,-4.300964355,-5.152282715,-1.8428344730000001,-1.789123535,-6.864837646000001,-1.8952941890000001,-4.868164063,-2.981811523
-0.487297917,Warm,-1.482818604,-2.351501465,-2.300567627,-0.12457275400000001,-0.232177734,-3.9674682619999997,-0.386016846,-1.7543334959999999,-0.7457885740000001
0.80530746,Warm,1.025482178,-1.079376221,2.089385986,2.435119629,2.192565918,-0.17437744100000002,1.336303711,0.107299805,1.296936035
2.43037164,Warm,2.0887451169999998,-0.098968506,3.495483398,3.5309448239999996,3.4117126460000002,0.597839355,2.049743652,1.886657715,1.836639404
2.5349909719999997,Warm,1.214477539,0.45748901399999997,1.4679565430000001,1.670135498,1.77923584,0.762359619,1.295898438,1.326049805,0.956604004
-1.254227151,Warm,-3.683074951,-4.464904785,-3.345550537,-0.92175293,-1.7857971190000002,-7.5070495610000005,-2.751068115,-5.047027588,-3.641448975
0.140744444,Warm,-0.456390381,-1.781951904,0.061157227,2.16104126,0.541412354,-3.2448425289999996,0.001525879,-1.07119751,-0.318237305
-0.22832409899999997,Warm,1.577911377,0.102783203,1.75567627,2.1776428219999997,2.7397766110000004,2.209197998,1.009368896,1.2155151370000001,1.4134216309999998
-0.035353594,Warm,1.2727661129999999,0.294219971,0.792541504,1.032226563,1.77722168,3.314605713,0.56942749,0.95690918,1.4448852540000001
-2.7812225460000004,Warm,-8.056793212999999,-9.045318604,-16.10101318,-8.271362305,-1.9266967769999999,-8.952362061,-5.852996826,-8.73550415,-5.569000244
-1.058489242,Warm,-2.8440856930000002,-3.955047607,-6.699432373,-2.12713623,0.878814697,-5.7722473139999995,-1.170654297,-3.3157043460000004,-0.591400146
-0.631421321,Warm,0.7933654790000001,-1.460845947,-0.068389893,2.504974365,3.715270996,-1.7915649409999999,1.268188477,0.36184692399999996,1.817504883
-0.362956716,Warm,1.3601074219999998,-0.33798217799999997,1.557617188,2.021881104,3.2496948239999996,0.627532959,1.088500977,1.280792236,1.3927307130000002
-0.15669155699999998,Warm,0.735626221,-0.138977051,0.14364624,0.473602295,2.0747985840000003,1.576507568,0.444061279,0.482696533,0.8287048340000001
-1.760935432,Warm,-4.8708496089999995,-5.3733215329999995,-7.331420897999999,-6.047271728999999,-1.764923096,-7.497161865,-2.974334717,-5.715057373,-2.263275146
-0.9738830340000001,Warm,-0.360290527,-2.373535156,-0.427429199,0.666381836,2.247558594,-3.3874206539999996,0.849487305,-1.833282471,1.375946045
-0.617394311,Warm,1.089630127,-0.84576416,2.280303955,2.274261475,2.5968017580000002,-0.40344238299999996,1.147369385,0.188018799,1.479522705
-0.434939335,Warm,0.169036865,-0.6275939939999999,0.26513671899999997,0.195343018,0.593048096,0.754699707,0.060516357,-0.041931152,0.153167725
-0.363433687,Warm,-0.45489502,-0.8336486820000001,-0.630889893,-0.653076172,-0.370697021,0.31591796899999997,-0.370819092,-0.7873840329999999,-0.30859375
-1.243268605,Warm,-4.368743896000001,-4.990966797,-5.328582764,-1.3534851069999998,-1.9130249019999999,-6.598999022999999,-4.228424072,-7.275482178,-3.260894775
-0.726518322,Warm,-1.845825195,-2.751953125,-2.277954102,0.8902282709999999,-0.59185791,-4.508605956999999,-1.407897949,-3.4146118160000003,-0.7040405270000001
-0.9354,Warm,-5.129577637,-3.7067260739999996,-8.412017822000001,-5.589904785,-2.288452148,-8.693206787000001,-2.948974609,-6.1213684079999995,-3.275909424
1.1767526879999999,Warm,-0.7503051759999999,-1.47543335,-2.152893066,0.399688721,1.873382568,-4.040679932,0.198150635,-1.188415527,0.383728027
1.0740860220000001,Warm,-0.046234131,-0.7600402829999999,0.46585083,0.6243591310000001,0.872253418,-1.6101379390000001,0.21820068399999998,-0.415618896,0.23522949199999998
0.160077778,Warm,-0.29516601600000003,-0.568237305,-0.161895752,-0.12976074199999998,0.164459229,-0.57043457,-0.15090942400000001,-0.688751221,-0.255859375
-2.524483871,Warm,-10.41976929,-10.57736206,-17.36959839,-11.23571777,-4.108062744,-11.54470825,-8.895843506,-11.20007324,-8.426727295
